CCc1nc(CC)nc(NS(=O)(=O)c2ccc(N)cc2)n1
O=C(NCCN1CCNC1=O)c1ccc(OC(F)(F)F)cc1
NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccco2)CC1
Cc1cc(C(=O)NCc2ccc3c(c2)OCCCO3)nn1C
O=C1NCCCC[C@@H]1NS(=O)(=O)c1ccc(Cl)cc1
O=C1NCCCC[C@H]1NS(=O)(=O)c1ccc(Cl)cc1
O=S(=O)(NCCc1ccccn1)c1cccc2nsnc21
COc1ccc(OC)c(S(=O)(=O)NCCc2ccccn2)c1
Cc1nc(S(=O)(=O)NCc2ccc3c(c2)CCO3)cn1C
Cc1nn(C)c(C)c1S(=O)(=O)NCc1ccc2c(c1)CCO2
O=S(=O)(Nc1nnc(C2CC2)s1)c1cccc2nonc21
CCS(=O)(=O)c1ccc(O)c(NC(=O)CCCC(=O)O)c1
CC(C)(CC(=O)O)CC(=O)N1CCN(c2ccccn2)CC1
CCOC(=O)Cc1csc(NC(=O)CCCC(=O)O)n1
CCOC(=O)N1CCC(NS(=O)(=O)c2cccs2)CC1
CNS(=O)(=O)c1ccc(C)c(I)c1
O=S(=O)(NC1Cc2ccccc2C1)c1cccc2nonc21
COC(=O)c1ccc(NC(=O)c2cccc(C(=O)OC)n2)cc1
Cn1c2nc(Cl)n(CCc3ccccc3)c2c(=O)n(C)c1=O
CCN(CC)C(=O)N1CCN(C(=O)c2ccc(C)cn2)CC1
O=C(Nc1ccc2c(c1)OCCO2)c1n[nH]c(=O)c2ccccc21
COc1ccccc1CNC(=O)c1n[nH]c(=O)c2ccccc21
CCN1CCC[C@H]1CNC(=O)c1n[nH]c(=O)c2ccccc21
CCN1CCC[C@@H]1CNC(=O)c1n[nH]c(=O)c2ccccc21
COc1cccc(CNS(=O)(=O)c2cccc3nonc32)c1
CC1CCN(CCNS(=O)(=O)c2cccc3nonc32)CC1
CN(Cc1ccccc1)C(=O)CNS(=O)(=O)c1cccs1
O=C(CNS(=O)(=O)c1cccs1)NC1CCCCCC1
O=C(CNS(=O)(=O)c1cccs1)NC1CCCCC1
O=C(CNS(=O)(=O)c1cccs1)Nc1ccc(F)cc1
O=C(CNS(=O)(=O)c1cccs1)N1CCCCCC1
O=C(CNS(=O)(=O)c1cccs1)N1CCc2ccccc21
C[C@@H]1C[C@@H](C)CN(C(=O)CNS(=O)(=O)c2cccs2)C1
C[C@H]1C[C@H](C)CN(C(=O)CNS(=O)(=O)c2cccs2)C1
C[C@H]1CCCN(C(=O)CNS(=O)(=O)c2cccs2)C1
C[C@@H]1CCCN(C(=O)CNS(=O)(=O)c2cccs2)C1
Cc1cccc(NC(=O)CNS(=O)(=O)c2cccs2)c1
O=C(CNS(=O)(=O)c1cccs1)NCc1ccccc1
O=C(CCNS(=O)(=O)c1cccs1)N1CCCCCC1
O=C(CNS(=O)(=O)c1cccs1)Nc1cccc(F)c1
COc1ccccc1CNS(=O)(=O)c1cccc2nonc21
O=S(=O)(NCCc1ccccc1)c1cccc2nonc21
O=C(CNC(=O)c1ccncc1)N1CCN(c2ccccc2)CC1
O=C(c1cccnc1S)N1CCN(c2ccccn2)CC1
CCN1CCN(C(=O)c2ccc3c(c2)NC(=O)CS3)CC1
Cc1cc(C)n2nc(CC(=O)NCc3ccc(F)cc3)nc2n1
Cc1ccc(CNC(=O)Cc2nc3nc(C)cc(C)n3n2)cc1
Cc1ccc(S(=O)(=O)NCCC(=O)NC2CCCC2)cc1
Cc1cc(C)n2nc(SCC(=O)NC[C@H]3CCCO3)nc2n1
Cc1cc(C)n2nc(SCC(=O)NC[C@@H]3CCCO3)nc2n1
O=C([C@H]1CC(=O)Nc2ccccc21)N1CCC2(CC1)OCCO2
O=C([C@@H]1CC(=O)Nc2ccccc21)N1CCC2(CC1)OCCO2
CN(C)CCNC(=O)C1CCN(c2nc3ccccc3o2)CC1
O=C(CN1C(=O)CSc2ccccc21)NC[C@H]1CCCO1
O=C(CN1C(=O)CSc2ccccc21)NC[C@@H]1CCCO1
O=C(CCN1C(=O)COc2ccccc21)NC[C@H]1CCCO1
Cc1ccc(CCNC(=O)[C@H]2CCCN(S(C)(=O)=O)C2)cc1
CS(=O)(=O)N1CCC[C@H](C(=O)NCc2cccs2)C1
O=C(CN1C(=O)COc2ccccc21)NCc1cccs1
O=C(NCc1cccnc1)[C@H]1CC(=O)N(C2CCCCC2)C1
O=C(NCc1cccnc1)[C@@H]1CC(=O)N(C2CCCCC2)C1
O=C(CN1C(=O)COc2ccccc21)NCc1ccc(F)cc1
O=C([C@H]1CC(=O)N(C2CCCC2)C1)N1CCC2(CC1)OCCO2
O=C([C@@H]1CC(=O)N(C2CCCC2)C1)N1CCC2(CC1)OCCO2
CC[C@@H](C)NC(=O)[C@H]1CC(=O)N(Cc2ccc(OC)cc2)C1
CC[C@H](C)NC(=O)[C@H]1CC(=O)N(Cc2ccc(OC)cc2)C1
CC[C@@H](C)NC(=O)[C@@H]1CC(=O)N(Cc2ccc(OC)cc2)C1
CC[C@H](C)NC(=O)[C@@H]1CC(=O)N(Cc2ccc(OC)cc2)C1
Cc1ccc(CN2C(=O)CC[C@@H]2C(=O)NC[C@H]2CCCO2)cc1
Cc1ccc(CN2C(=O)CC[C@H]2C(=O)NC[C@H]2CCCO2)cc1
Cc1ccc(CN2C(=O)CC[C@@H]2C(=O)NC[C@@H]2CCCO2)cc1
Cc1ccc(CN2C(=O)CC[C@H]2C(=O)NC[C@@H]2CCCO2)cc1
O=C(NCCN1CCCC1)[C@H]1CC(=O)N(C2CCCCC2)C1
O=C(NCCN1CCCC1)[C@@H]1CC(=O)N(C2CCCCC2)C1
CNC(=O)c1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1
O=S(=O)(NCc1ccccn1)c1cccc2nsnc21
COc1ccc(CNC(=O)Cn2c3ccccc3oc2=O)cc1
O=C(Cn1c(=O)oc2cc(Cl)ccc21)NC[C@H]1CCCO1
O=C(Cn1c(=O)oc2cc(Cl)ccc21)NC[C@@H]1CCCO1
Cc1cc2c(ncn(CC(=O)NCc3ccco3)c2=O)s1
CC(=O)N1CCC(N2C[C@H]3C[C@@H](C2)Cn2c(=O)cccc23)CC1
C[C@H](NC(=O)COc1cccc(Br)c1)C(=O)O
COc1ccc(NC(=O)COC(=O)c2ccccn2)c(OC)c1
CC(C)(C)NC(=O)[C@H]1CCCN1S(=O)(=O)c1cccs1
CC(C)(C)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cccs1
CC[C@@H](C)[C@H](N)C(=O)N1CCN(C(=O)C2CCCCC2)CC1
CC[C@H](C)[C@H](N)C(=O)N1CCN(C(=O)C2CCCCC2)CC1
CC[C@@H](C)[C@@H](N)C(=O)N1CCN(C(=O)C2CCCCC2)CC1
CC[C@H](C)[C@@H](N)C(=O)N1CCN(C(=O)C2CCCCC2)CC1
COc1ccc(CNC(=O)c2cnc3ccccn3c2=O)cc1
O=C(NCc1ccc2c(c1)OCO2)c1cnc2ccccn2c1=O
COc1ccccc1CCNC(=O)c1cnc2ccccn2c1=O
COc1ccc(CCNC(=O)c2cnc3ccccn3c2=O)cc1
COC(=O)c1ccc(NC(=O)c2cnc3ccccn3c2=O)cc1
COC(=O)c1ccccc1NC(=O)c1cnc2ccccn2c1=O
O=C(Nc1ccc2c(c1)OCO2)c1cnc2ccccn2c1=O
O=C(Nc1ccc2c(c1)OCCO2)c1cnc2ccccn2c1=O
COc1ccc(CNC(=O)c2cnc3cc(C)ccn3c2=O)cc1
COc1ccccc1CNC(=O)c1cnc2cc(C)ccn2c1=O
O=C(CNC(=O)COc1ccccc1)Nc1ccccc1F
O=C(CNC(=O)c1ccc2c(c1)OCO2)Nc1ccccc1F
COc1ccc(NC(=O)CNC(=O)COc2ccccc2)cc1
Cc1ccc(CNC(=O)CCn2nnc3ccccc3c2=O)cc1
O=C(O)CNC(=O)c1cccc(I)c1
C[C@H]1CCCN(S(=O)(=O)c2cc(C(=O)O)ccc2F)C1
C[C@@H]1CCCN(S(=O)(=O)c2cc(C(=O)O)ccc2F)C1
CC(C)CN(CC(C)C)S(=O)(=O)N1CCC(C(=O)O)CC1
COc1cccc(CNC(=O)CNC(=O)c2cccs2)c1
CS(=O)(=O)N1CCC(C(=O)NCc2cccs2)CC1
CN(C)C(=O)N1CCC(C(=O)NCCc2ccccc2)CC1
CN(C)C(=O)N1CCC(C(=O)NCc2ccc(F)cc2)CC1
C[C@H]1CCCC[C@H]1NC(=O)C1CCN(S(C)(=O)=O)CC1
C[C@@H]1CCCC[C@H]1NC(=O)C1CCN(S(C)(=O)=O)CC1
C[C@H]1CCCC[C@@H]1NC(=O)C1CCN(S(C)(=O)=O)CC1
C[C@@H]1CCCC[C@@H]1NC(=O)C1CCN(S(C)(=O)=O)CC1
Cc1ccc(CCNC(=O)C2CCN(S(C)(=O)=O)CC2)cc1
COc1cccc(CNC(=O)C2CCN(C(=O)N(C)C)CC2)c1
COc1ccccc1CNC(=O)C1CCN(C(=O)N(C)C)CC1
COc1ccc(CNC(=O)C2CCN(C(=O)N(C)C)CC2)cc1
CCS(=O)(=O)N1CCC(C(=O)N[C@H]2CCCC[C@H]2C)CC1
CCS(=O)(=O)N1CCC(C(=O)N[C@@H]2CCCC[C@H]2C)CC1
CCS(=O)(=O)N1CCC(C(=O)N[C@H]2CCCC[C@@H]2C)CC1
CCS(=O)(=O)N1CCC(C(=O)N[C@@H]2CCCC[C@@H]2C)CC1
CCS(=O)(=O)N1CCC(C(=O)N2C[C@@H](C)C[C@H](C)C2)CC1
CCS(=O)(=O)N1CCC(C(=O)N2C[C@H](C)C[C@@H](C)C2)CC1
CCS(=O)(=O)N1CCC(C(=O)N2C[C@H](C)C[C@H](C)C2)CC1
Cc1ccc(CS(=O)(=O)CCC(=O)N2CCOCC2)cc1
CCCS(=O)(=O)N1CCC(C(=O)N2CCCCC2)CC1
COc1ccc(S(=O)(=O)CCC(=O)Nc2cc(C)on2)cc1
O=C(CCCN1C(=O)c2ccccc2C1=O)Nc1ncccn1
COc1ccc(C(=O)N2CSC[C@H]2C(=O)N2CCCC2)cc1
COc1ccc(C(=O)N2CSC[C@@H]2C(=O)N2CCCC2)cc1
COc1ccc(-c2nnc(NC(=O)[C@H]3CCCN3)s2)cc1
Cc1cc(NC(=O)c2nc3ncccn3n2)n(-c2ccccc2)n1
O=C(c1ccncc1)N1CCCN(C(=O)c2ccncc2)CC1
O=C(NC1CCC(NC(=O)C(F)(F)F)CC1)C(F)(F)F
Cn1cnnc1SCC(=O)Nc1nc2c(s1)CCCC2
COC(=O)c1ccc(NC(=O)COC(=O)c2ccncc2)cc1
Cc1occc1-c1nnc(SCC(=O)N2CCOCC2)n1C
COC(=O)c1ccc(NC(=O)CSc2nncn2C)cc1
COc1ccc(C)cc1C(=O)CSc1nc(N)cc(N)n1
Cc1ccc(NC(=O)COc2cccc(-n3cnnn3)c2)cc1
O=C(Cn1cnc2ccccc21)Nc1cccc(-n2cnnn2)c1
CC(C)NS(=O)(=O)c1ccc(NC(=O)c2cnccn2)cc1
O=C(Cn1nnc(-c2ccc(F)cc2)n1)NCc1cccs1
CC(=O)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1
CC(C)c1nnc(NC(=O)c2cccc(-n3cnnn3)c2)s1
O=C(NCC1CC1)C1CCN(S(=O)(=O)c2ccccc2)CC1
CCOc1ccc(-c2nnn(CC(=O)N[C@H](C)CC)n2)cc1
CCOc1ccc(-c2nnn(CC(=O)N[C@@H](C)CC)n2)cc1
Cc1ccc(N)cc1NC(=O)Cn1nnc(-c2ccccc2)n1
O=S(=O)(NCCc1ccc2c(c1)OCO2)c1ccccc1
CC(=O)Nc1ccc(C(=O)CSc2nc(N)cc(N)n2)cc1
Nc1cc(N)nc(SCC(=O)c2ccc3c(c2)OCCO3)n1
O=C(Nc1ccc(S(=O)(=O)NC2CC2)cc1)c1cnccn1
COc1cccc(-c2nnn(CC(=O)Nc3nccs3)n2)c1
COc1cccc(-c2nnn(CC(=O)N3CCCC[C@@H]3C)n2)c1
COc1cccc(-c2nnn(CC(=O)N3CCCC[C@H]3C)n2)c1
CN(C1CCCCC1)S(=O)(=O)c1ccc(-n2cnnn2)cc1
CC[C@H]1CCCCN1S(=O)(=O)c1ccc(-n2cnnn2)cc1
CC[C@@H]1CCCCN1S(=O)(=O)c1ccc(-n2cnnn2)cc1
O=S(=O)(NCc1ccccc1)c1ccc(-n2cnnn2)cc1
O=S(=O)(c1ccc(-n2cnnn2)cc1)N1CCCCCC1
O=S(=O)(NC1CCCCC1)c1ccc(-n2cnnn2)cc1
O=C(Cn1nnc(-c2cccs2)n1)N1CCc2ccccc21
CCOc1ccc(-c2nnn(CC(=O)N(CC)CC)n2)cc1
CCOc1ccc(-c2nnn(CC(=O)N3CCCCC3)n2)cc1
Cc1ccc(-c2nnn(CC(=O)Nc3ccccc3O)n2)cc1
Cc1ccc(-c2nnn(CC(=O)Nc3cccc(O)c3)n2)cc1
CCn1nnnc1SCC(=O)Nc1nc2c(s1)CCCC2
CCn1nnnc1SCC(=O)Nc1ccc(C(=O)OC)cc1
O=C(COc1cccc(-n2cnnn2)c1)Nc1ccc(F)cc1
CCOc1ccc(NC(=O)CSc2nnnn2CC)cc1
CCOC(=O)c1cnc(S[C@@H](CC)C(=O)OCC)nc1N
CCOC(=O)c1cnc(S[C@H](CC)C(=O)OCC)nc1N
Nc1cc(N)nc(SCC(=O)N2CCCc3ccccc32)n1
CC1(C)CC(=O)c2cc(OCC(=O)N3CCOCC3)ccc2O1
C[C@H]1CCCN(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)C1
C[C@@H]1CCCN(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)C1
Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)o1
CCN1CCC[C@H]1CNS(=O)(=O)c1cccc2cccnc21
CCN1CCC[C@@H]1CNS(=O)(=O)c1cccc2cccnc21
O=C(Cn1c(=O)c2ccccc2[nH]c1=S)NCc1ccco1
CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccs1
CN(CC(=O)N1CCCCC1)S(=O)(=O)c1cccs1
Cc1n[nH]c(C)c1S(=O)(=O)Nc1ccc2c(c1)OCCO2
CC(=O)N1c2ccc(S(=O)(=O)N3CCCC3)cc2C[C@@H]1C
CC(=O)N1c2ccc(S(=O)(=O)N3CCCC3)cc2C[C@H]1C
CC(=O)N1c2ccc(S(=O)(=O)N3CCOCC3)cc2C[C@@H]1C
CC(=O)N1c2ccc(S(=O)(=O)N3CCOCC3)cc2C[C@H]1C
COc1ccc(CNS(=O)(=O)c2c(C)nn(C)c2C)cc1
COc1cccc(CNS(=O)(=O)c2c(C)nn(C)c2C)c1
COC(=O)c1ccc(NS(=O)(=O)c2c(C)nn(C)c2C)cc1
Cc1ccc(C)c(N2CCN(S(=O)(=O)c3c[nH]cn3)CC2)c1
CN(c1ccc(Br)cc1)S(=O)(=O)c1cnc[nH]1
O=C(O)CNC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1
COC(=O)c1sccc1NC(=O)CSc1nncn1C
CCc1ccc(OCC(=O)NN2C(=O)c3ccccc3C2=O)cc1
COc1ccc(CCN2C(=O)[C@H]3CCCN3C2=O)cc1OC
CCOC(=O)/C=C/CN1C[C@H]2C[C@@H](C1)Cn1c(=O)cccc12
Cc1ccc(S(=O)(=O)N[C@H](C(=O)O)c2ccc(O)cc2)cc1
C=CCn1c(SCC(=O)OC(C)C)nnc1-c1cnccn1
Cc1nnc(NC(=O)[C@@]2(C)Cc3ccccc3C(=O)O2)s1
Cc1nnc(NC(=O)[C@]2(C)Cc3ccccc3C(=O)O2)s1
Cc1cccc(N2CCN(C(=O)c3ccc(O)nn3)CC2)c1C
O=C(NCc1cccnc1)C1=NN(c2ccccc2)C(=O)CC1
CC(C)c1nnc(NC(=O)CCC(=O)N2CCOCC2)s1
O=C(c1ccc(O)nn1)N1CCN(c2ccc(Cl)cc2)CC1
COc1cccc(N2CCN(C(=O)c3ccc(O)nn3)CC2)c1
O=C(NCc1ccccn1)C1=NN(c2ccccc2)C(=O)CC1
COc1ccccc1N1CCN(C(=O)c2ccc(O)nn2)CC1
Cc1ccc(C)c(N2CCN(C(=O)c3ccc(O)nn3)CC2)c1
CCOc1ccc(C(=O)N[C@@H]2CN3CCC2CC3)cc1[N+](=O)[O-]
O=C(CNC(=O)c1ccccc1)NCc1nc2ccccc2[nH]1
O=C(CNS(=O)(=O)c1ccccc1)OCc1ccc(F)cc1
O=C(CNS(=O)(=O)c1ccccc1)OCc1ccccc1
C[C@H](Oc1cccc(Cl)c1)C(=O)NNC(=O)c1cnccn1
C[C@@H](Oc1cccc(Cl)c1)C(=O)NNC(=O)c1cnccn1
Cc1cccc(OCC(=O)NN2C(=O)c3ccccc3C2=O)c1
Cc1cc(C)n2c(nnc2SCC(=O)NC2CCCC2)n1
Cc1cc(NC(=O)CSCC(=O)Nc2cc(C)on2)no1
Cc1ccc(C(=O)O)cc1S(=O)(=O)N1CCSCC1
O=C(Cn1nnc2ccccc21)Nc1ccc2c(c1)OCCO2
O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)C(F)(F)F
Cc1cc(C(=O)NCc2cc(F)cc3c2OCOC3)nn1C
Cc1ccc(N2CCN(C(=O)CN3CCCC3=O)CC2)cc1
O=C(CN1C(=O)c2ccccc2C1=O)NCc1ccsc1
Cc1ccc(F)cc1S(=O)(=O)N[C@H]1CCCCNC1=O
Cc1ccc(F)cc1S(=O)(=O)N[C@@H]1CCCCNC1=O
Cc1nn(C)c2sc(C(=O)N[C@H]3CCCCNC3=O)cc12
Cc1nn(C)c2sc(C(=O)N[C@@H]3CCCCNC3=O)cc12
Cc1noc(C)c1NC(=O)N1CCN(c2ncccn2)CC1
CC(C)(C)NC(=S)N1CCN(C(=S)NC(C)(C)C)CC1
O=C(O)CNC(=O)c1ccc(NC(=O)c2cccs2)cc1
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCOCC1
CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCOCC1
COC(=O)c1cccc(NC(=O)C[C@@H]2C=CS(=O)(=O)C2)c1
COC(=O)c1cccc(NC(=O)C[C@H]2C=CS(=O)(=O)C2)c1
Cc1ccc(N([C@@H]2C=CS(=O)(=O)C2)S(C)(=O)=O)cc1C
Cc1ccc(N([C@H]2C=CS(=O)(=O)C2)S(C)(=O)=O)cc1C
Nc1nc(CSc2ncn[nH]2)nc(Nc2ccccc2)n1
CCOC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1
COc1cccc(NC(=O)N2CCC[C@H]2C(=O)NC2CC2)c1
COc1cccc(NC(=O)N2CCC[C@@H]2C(=O)NC2CC2)c1
COc1cccc(-n2c(C)nnc2SCC(=O)N(C)C)c1
COc1ccc(NC(=O)c2cnc(C)cn2)cc1-n1cnnn1
O=C(CSCC(=O)Nc1cccnc1)Nc1cccnc1
COc1ccccc1-n1c(C)nnc1SCC(=O)NC1CC1
C[C@H]1CCCC[C@H]1NS(=O)(=O)c1ccc(-n2cnnn2)cc1
C[C@H]1CCCC[C@@H]1NS(=O)(=O)c1ccc(-n2cnnn2)cc1
C[C@@H]1CCCC[C@@H]1NS(=O)(=O)c1ccc(-n2cnnn2)cc1
CC1CCC(NS(=O)(=O)c2ccc(-n3cnnn3)cc2)CC1
Cc1ccc(-c2noc(C3CCN(S(C)(=O)=O)CC3)n2)o1
Cc1c(NC(=S)NC2CC2)c(=O)n(-c2ccccc2)n1C
Cc1ccc(-c2noc([C@H]3CCCN(S(C)(=O)=O)C3)n2)o1
O=S(=O)(NCCc1ccncc1)c1ccc2c(c1)OCCO2
Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)NC(C)C)cc1
COc1c(Br)c(C)sc1C(=O)Nc1nnn[nH]1
Brc1cnc(N2CCC3(CC2)OCCO3)nc1
Brc1cnc(N2CCN(c3ccccn3)CC2)nc1
CCOC(=O)N1CCN(c2ncc(Br)cn2)CC1
O=C(CCC(=O)N1CCOCC1)N1CCc2cc(F)ccc21
O=C(O)CC1(CC(=O)N2CCC3(CC2)OCCO3)CCCC1
CS(=O)(=O)c1ccc(N2CCC3(CC2)OCCO3)c(F)c1
CS(=O)(=O)c1ccc(N2CCN(c3ccccn3)CC2)cc1
CCOC(=O)N1CCN(c2ccc(S(C)(=O)=O)cc2)CC1
CS(=O)(=O)c1ccc(N2CCCN(C(=O)C3CC3)CC2)cc1
CC(=O)N1CCCN(c2ccc(S(C)(=O)=O)cc2F)CC1
COc1cc(OC)nc(N2CCN(c3ccc(F)cc3)CC2)n1
CC(C)=CCn1c(Br)nc2c1c(=O)[nH]c(=O)n2C
c1ccc2c(c1)CC[C@H](CNCCCNC1=NCCCN1)O2
CCN(CC)CCNC(=O)N1CCN(c2ccccc2)CC1
CCN(CC)CCNC(=O)N1CCN(c2ccccn2)CC1
N[C@@H](CCC(=O)O)C(=O)NCCC12CC3CC(CC(C3)C1)C2
CC(C)(CNC(=O)c1ccccn1)CNC(=O)c1ccccn1
Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1
O=C1c2ccccc2C(=O)N1CN1CCN(c2ccccn2)CC1
NC(=O)CN1CCN(c2ccnc3cc(Cl)ccc32)CC1
COC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)c1ccccc1)C(C)C
COC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)c1ccccc1)C(C)C
COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)c1ccccc1)C(C)C
COC(=O)[C@H](NC(=O)[C@H](C)NC(=O)c1ccccc1)C(C)C
CC(C)(O)CNS(=O)(=O)c1ccc(Br)cc1
CCNCCNC(=O)c1ccc(I)cc1
C[C@@H](O)[C@H](NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O
O=C(NCCCNC(=O)c1ccccc1O)c1ccccc1O
COC(=O)CCNC(=O)[C@H]1CCCCN1C(=O)OC(C)(C)C
CC(C)(C)OC(=O)N1CCC[C@@H]1C(=O)NCCN1CCCC1
COC(=O)[C@H]1CCCN1C(=O)CNC(=O)OCc1ccccc1
O=C(O)[C@H](OC(=O)CNC(=O)c1ccccc1)c1ccccc1
CCOC(=O)[C@@H](CCSC)N1C(=O)c2ccccc2C1=O
O=C(O)CC1(CC(=O)NCCCN2CCOCC2)CCCC1
COc1cccc(OC)c1CNC(=O)CNC(=O)OC(C)(C)C
CS(=O)(=O)N(CC(=O)O)Cc1cccc(Br)c1
CCOC(=O)CN1C(=O)N[C@](C)(c2ccc(Cl)cc2)C1=O
CN(C)CCN(C)C(=O)C(O)(c1ccccc1)c1ccccc1
O=C(O)c1cccc(S(=O)(=O)N(CCO)c2ccccc2)c1
O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)Nc2ccccc2)c1
O=C(CN(CCO)CCO)Nc1c(Cl)cccc1Cl
CC(C)C[C@H](NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)O
CC(C)C[C@@H](NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)O
CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O
OC[C@H](Cc1ccc(O)cc1)NC[C@H](O)COc1ccccc1
O=C(CSCC(=O)N1CCOCC1)Nc1ccc(F)cc1
COc1ccc(NC(=O)CSCC(=O)N2CCOCC2)cc1
CCc1ccc(NC(=O)CSCC(=O)N2CCOCC2)cc1
COc1ccc(NC(=O)Cn2c(C)cc(C)nc2=O)c(OC)c1
COc1ccc(OC)c(NC(=O)Cn2c(C)cc(C)nc2=O)c1
COC(=O)c1ccccc1NC(=O)Cn1c(C)cc(C)nc1=O
O=C(O)CNC(=O)c1ccc(I)cc1
C[C@]1(c2ccc(Br)cc2)NC(=O)N(CCO)C1=O
C[C@@]1(c2ccc(Br)cc2)NC(=O)N(CCO)C1=O
COc1ccc2[nH]cc(CCNC(=O)[C@H](N)CCSC)c2c1
COc1ccc2[nH]cc(CCNC(=O)[C@@H](N)CCSC)c2c1
CCN(CC)CCNS(=O)(=O)c1ccc(NC(C)=O)cc1
CCOC(=O)[C@H](CCSC)N1C(=O)c2ccccc2C1=O
C[C@@]1(C(=O)Nn2cnnc2)CC1(Br)Br
C[C@]1(C(=O)Nn2cnnc2)CC1(Br)Br
COc1cc2c(cc1OC)[C@@H](C)N(S(=O)(=O)N(C)C)CC2
CC(C)[C@H](NC(=O)CCn1cnc2ccccc2c1=O)C(=O)O
COC(=O)CSCC(=O)Nc1ccsc1C(=O)OC
O=c1[nH]c2ccc(S(=O)(=O)Nc3cccc(O)c3)cc2o1
COc1cc(-c2noc(CCCC(N)=O)n2)cc(OC)c1OC
Cn1c(=O)oc2cc(S(=O)(=O)Nc3cccc(O)c3)ccc21
COc1ccc(C=NNC(=O)c2[nH]nc3c2CCCC3)cc1O
Cc1cc(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)no1
CNC(=O)CCCc1nc(-c2ccc(OC)c(OC)c2)no1
O=C(CC[C@@H]1NC(=O)NC1=O)Nc1cccc(C(F)(F)F)c1
O=C(CC[C@H]1NC(=O)NC1=O)Nc1cccc(C(F)(F)F)c1
Cc1n[nH]c(C)c1NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C
COc1cc(OC)c(OC)cc1C=NNC(=O)c1cc(C)[nH]n1
CC(C)OCCCNC(=O)N[C@@H](Cc1ccccc1)C(=O)O
Cc1nc2[nH]c(SCC(N)=O)nc2cc1Br
CCN(CC)CCCNC(=O)c1n[nH]c(=O)c2ccccc21
